path,label,method,identity,domain,video
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/CollabDiff/fake/CollabDiff__CollabDiff_313__000000_x_0.png,1,CollabDiff,efs:CollabDiff:313,efs,313
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__465__169.png,0,real,ffc:465,ffc,465
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__465__402_353.png,1,sd2.1,ffc:465,ffc,ff:465
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__465__14891.jpg,1,e4e,ffc:465,ffc,ff:465
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/stargan/fake/stargan__stargan_1321__1321.jpg,1,stargan,fe:stargan:1321,fe,1321
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN2/fake/StyleGAN2__StyleGAN2_id28_0002__seed16656.png,1,StyleGAN2,efs:StyleGAN2:id28_0002,efs,id28_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/simswap/fake/simswap__simswap_id4_id26_0007__000.png,1,simswap,oth:simswap:id4_id26_0007,oth,id4_id26_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__tpsm_id35_id26_0003__000.png,1,tpsm,oth:tpsm:id35_id26_0003,oth,id35_id26_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/DiT/fake/DiT__DiT_id22_0006__21715.png,1,DiT,oth:DiT:id22_0006,oth,id22_0006
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/danet/fake/danet__danet_id46_id41_0000__000.png,1,danet,oth:danet:id46_id41_0000,oth,id46_id41_0000
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/stargan/fake/stargan__stargan_750__750.jpg,1,stargan,fe:stargan:750,fe,750
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/CollabDiff/fake/CollabDiff__CollabDiff_506__000000_x_0.png,1,CollabDiff,efs:CollabDiff:506,efs,506
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/one_shot_free/fake/one_shot_free__one_shot_free_id12_id10_0002__000.png,1,one_shot_free,oth:one_shot_free:id12_id10_0002,oth,id12_id10_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/one_shot_free/fake/one_shot_free__one_shot_free_id30_id20_0004__000.png,1,one_shot_free,oth:one_shot_free:id30_id20_0004,oth,id30_id20_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/wav2lip/fake/wav2lip__wav2lip_id7_0008_CSLy17buxlI_50001__000.png,1,wav2lip,oth:wav2lip:id7_0008_CSLy17buxlI_50001,oth,id7_0008_CSLy17buxlI_50001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__facedancer_id7_id10_0008__000.png,1,facedancer,oth:facedancer:id7_id10_0008,oth,id7_id10_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/styleclip/fake/styleclip__styleclip_02539__02539.jpg,1,styleclip,fe:styleclip:02539,fe,02539
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/hyperreenact/fake/hyperreenact__hyperreenact_id21_id22_0005__000.png,1,hyperreenact,oth:hyperreenact:id21_id22_0005,oth,id21_id22_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/stargan/fake/stargan__stargan_971__971.jpg,1,stargan,fe:stargan:971,fe,971
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fomm/fake/fomm__fomm_id7_id12_0006__000.png,1,fomm,oth:fomm:id7_id12_0006,oth,id7_id12_0006
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_ff_454__seed18600.png,1,StyleGANXL,efs:StyleGANXL:ff:454,efs,ff:454
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/DiT/fake/DiT__DiT_id9_0006__21257.png,1,DiT,oth:DiT:id9_0006,oth,id9_0006
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/styleclip/fake/styleclip__styleclip_00811__00811.jpg,1,styleclip,fe:styleclip:00811,fe,00811
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__575__286.png,0,real,ffc:575,ffc,575
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__575__18407.jpg,1,e4e,ffc:575,ffc,ff:575
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__575__286.png,1,mobileswap,ffc:575,ffc,575_603
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MidJourney/fake/MidJourney__MidJourney_13592447708_Single_person_black_male_looking_at_the_camera_faci_d033c183-3b9f-4269-951e-9401d8f242f5.png__13592447708_Single_person_black_male_looking_at_the_camera_faci_d033c183-3b9f-4269-951e-9401d8f242f5.png,1,MidJourney,efs:MidJourney:13592447708_Single_person_black_male_looking_at_the_camera_faci_d033c183-3b9f-4269-951e-9401d8f242f5.png,efs,13592447708_Single_person_black_male_looking_at_the_camera_faci_d033c183-3b9f-4269-951e-9401d8f242f5.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__959__248.png,0,real,ffc:959,ffc,959
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__959__554_506.png,1,sd2.1,ffc:959,ffc,ff:959
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__959__30691.jpg,1,e4e,ffc:959,ffc,ff:959
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__959__248.png,1,mobileswap,ffc:959,ffc,959_957
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/stargan/fake/stargan__stargan_423__423.jpg,1,stargan,fe:stargan:423,fe,423
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/CollabDiff/fake/CollabDiff__CollabDiff_19__000000_x_0.png,1,CollabDiff,efs:CollabDiff:19,efs,19
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__tpsm_id27_id23_0008__000.png,1,tpsm,oth:tpsm:id27_id23_0008,oth,id27_id23_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/uniface/fake/uniface__uniface_id0_id9_0006__000.png,1,uniface,oth:uniface:id0_id9_0006,oth,id0_id9_0006
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__facedancer_id28_id16_0005__000.png,1,facedancer,oth:facedancer:id28_id16_0005,oth,id28_id16_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__703__193.png,0,real,ffc:703,ffc,703
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__703__542_308.png,1,sd2.1,ffc:703,ffc,ff:703
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__703__22501.jpg,1,e4e,ffc:703,ffc,ff:703
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__703__193.png,1,mobileswap,ffc:703,ffc,703_604
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/faceswap/fake/faceswap__faceswap_id35_id31_0009__000.png,1,faceswap,oth:faceswap:id35_id31_0009,oth,id35_id31_0009
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/inswap/fake/inswap__inswap_id44_id42_0001__000.png,1,inswap,oth:inswap:id44_id42_0001,oth,id44_id42_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Celeb-real_id12_0000__seed21085.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Celeb-real:id12_0000,efs,Fake_from_Celeb-real:id12_0000
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Celeb-real_id24_0000__seed19641.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Celeb-real:id24_0000,efs,Fake_from_Celeb-real:id24_0000
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fsgan/fake/fsgan__fsgan_id49_id52_0005__000.png,1,fsgan,oth:fsgan:id49_id52_0005,oth,id49_id52_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/one_shot_free/fake/one_shot_free__one_shot_free_id37_id35_0001__000.png,1,one_shot_free,oth:one_shot_free:id37_id35_0001,oth,id37_id35_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/danet/fake/danet__danet_id32_id33_0004__000.png,1,danet,oth:danet:id32_id33_0004,oth,id32_id33_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__mobileswap_id16_id26_0001__000.png,1,mobileswap,oth:mobileswap:id16_id26_0001,oth,id16_id26_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/blendface/fake/blendface__blendface_id5_id8_0008__000.png,1,blendface,oth:blendface:id5_id8_0008,oth,id5_id8_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/simswap/fake/simswap__simswap_id29_id30_0000__000.png,1,simswap,oth:simswap:id29_id30_0000,oth,id29_id30_0000
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MRAA/fake/MRAA__MRAA_id23_id17_0009__000.png,1,MRAA,oth:MRAA:id23_id17_0009,oth,id23_id17_0009
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/RDDM/fake/RDDM__RDDM_id56_0001__sample-21476.png,1,RDDM,oth:RDDM:id56_0001,oth,id56_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/hyperreenact/fake/hyperreenact__hyperreenact_id1_id16_0004__000.png,1,hyperreenact,oth:hyperreenact:id1_id16_0004,oth,id1_id16_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/simswap/fake/simswap__simswap_id39_id47_0004__000.png,1,simswap,oth:simswap:id39_id47_0004,oth,id39_id47_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/simswap/fake/simswap__simswap_id40_id43_0005__000.png,1,simswap,oth:simswap:id40_id43_0005,oth,id40_id43_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/wav2lip/fake/wav2lip__wav2lip_id20_0004_7SRGn75JcZ8_50007__000.png,1,wav2lip,oth:wav2lip:id20_0004_7SRGn75JcZ8_50007,oth,id20_0004_7SRGn75JcZ8_50007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN2/fake/StyleGAN2__StyleGAN2_id26_0007__seed21114.png,1,StyleGAN2,efs:StyleGAN2:id26_0007,efs,id26_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/SiT/fake/SiT__SiT_00164__22267.png,1,SiT,oth:SiT:00164,oth,00164
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__506__344.png,0,real,ffc:506,ffc,506
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__506__449_226.png,1,sd2.1,ffc:506,ffc,ff:506
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__506__16201.jpg,1,e4e,ffc:506,ffc,ff:506
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__506__344.png,1,mobileswap,ffc:506,ffc,506_478
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pirender/fake/pirender__pirender_id17_id1_0000__000.png,1,pirender,oth:pirender:id17_id1_0000,oth,id17_id1_0000
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__sd2.1_00299__YouTube-real_00146_418.png,1,sd2.1,oth:sd2.1:00299,oth,00299
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/ddim/fake/ddim__ddim_id28_0000__Celeb-real_id5_0002_464.png,1,ddim,efs:ddim:id28_0000,efs,id28_0000
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Celeb-real_id6_0008__seed21213.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Celeb-real:id6_0008,efs,Fake_from_Celeb-real:id6_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MRAA/fake/MRAA__MRAA_id20_id1_0003__000.png,1,MRAA,oth:MRAA:id20_id1_0003,oth,id20_id1_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/one_shot_free/fake/one_shot_free__one_shot_free_id9_id6_0000__000.png,1,one_shot_free,oth:one_shot_free:id9_id6_0000,oth,id9_id6_0000
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Celeb-real_id31_0009__seed22317.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Celeb-real:id31_0009,efs,Fake_from_Celeb-real:id31_0009
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Celeb-real_id28_0006__seed20282.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Celeb-real:id28_0006,efs,Fake_from_Celeb-real:id28_0006
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__id4_0004__226.png,0,real,cdc:id4_0004,cdc,id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MRAA/fake/MRAA__id4_0004__000.png,1,MRAA,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/blendface/fake/blendface__id4_0004__000.png,1,blendface,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/danet/fake/danet__id4_0004__000.png,1,danet,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4s/fake/e4s__id4_0004__000.png,1,e4s,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/faceswap/fake/faceswap__id4_0004__000.png,1,faceswap,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facevid2vid/fake/facevid2vid__id4_0004__000.png,1,facevid2vid,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fomm/fake/fomm__id4_0004__000.png,1,fomm,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fsgan/fake/fsgan__id4_0004__226.png,1,fsgan,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/hyperreenact/fake/hyperreenact__id4_0004__226.png,1,hyperreenact,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/inswap/fake/inswap__id4_0004__000.png,1,inswap,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/lia/fake/lia__id4_0004__000.png,1,lia,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mcnet/fake/mcnet__id4_0004__000.png,1,mcnet,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/one_shot_free/fake/one_shot_free__id4_0004__000.png,1,one_shot_free,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pirender/fake/pirender__id4_0004__000.png,1,pirender,cdc:id4_0004,cdc,id21_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/simswap/fake/simswap__id4_0004__000.png,1,simswap,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__id4_0004__000.png,1,tpsm,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/uniface/fake/uniface__id4_0004__000.png,1,uniface,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/wav2lip/fake/wav2lip__id4_0004__000.png,1,wav2lip,cdc:id4_0004,cdc,id4_0004_1Yz7Snu6pnI_50004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/DiT/fake/DiT__id4_0004__23512.png,1,DiT,cdc:id4_0004,cdc,id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/RDDM/fake/RDDM__id4_0004__sample-21715.png,1,RDDM,cdc:id4_0004,cdc,id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/SiT/fake/SiT__id4_0004__23512.png,1,SiT,cdc:id4_0004,cdc,id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pixart/fake/pixart__id4_0004__Celeb-real_id4_0004_226.png,1,pixart,cdc:id4_0004,cdc,00134
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__id4_0004__Celeb-real_id4_0004_226.png,1,sd2.1,cdc:id4_0004,cdc,00134
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__id4_0004__000.png,1,mobileswap,cdc:id4_0004,cdc,id0_id4_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MRAA/fake/MRAA__MRAA_id23_id4_0006__000.png,1,MRAA,oth:MRAA:id23_id4_0006,oth,id23_id4_0006
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pixart/fake/pixart__pixart_id3_0009__Celeb-real_id37_0000_404.png,1,pixart,oth:pixart:id3_0009,oth,id3_0009
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fomm/fake/fomm__fomm_id19_id24_0000__000.png,1,fomm,oth:fomm:id19_id24_0000,oth,id19_id24_0000
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/VQGAN/fake/VQGAN__VQGAN_id57_0009__012156.png,1,VQGAN,efs:VQGAN:id57_0009,efs,id57_0009
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/blendface/fake/blendface__blendface_id2_id17_0007__000.png,1,blendface,oth:blendface:id2_id17_0007,oth,id2_id17_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__273__165.png,0,real,ffc:273,ffc,273
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__273__519_120.png,1,sd2.1,ffc:273,ffc,ff:273
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__273__08751.jpg,1,e4e,ffc:273,ffc,ff:273
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/uniface/fake/uniface__uniface_id0_id20_0006__000.png,1,uniface,oth:uniface:id0_id20_0006,oth,id0_id20_0006
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/uniface/fake/uniface__uniface_id24_id26_0004__000.png,1,uniface,oth:uniface:id24_id26_0004,oth,id24_id26_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/whichfaceisreal/fake/whichfaceisreal__whichfaceisreal_577.png__577.png,1,whichfaceisreal,efs:whichfaceisreal:577.png,efs,577.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__472__246.png,0,real,ffc:472,ffc,472
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__472__619_049.png,1,sd2.1,ffc:472,ffc,ff:472
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__472__15115.jpg,1,e4e,ffc:472,ffc,ff:472
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fomm/fake/fomm__fomm_id37_id2_0009__000.png,1,fomm,oth:fomm:id37_id2_0009,oth,id37_id2_0009
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/ddim/fake/ddim__ddim_00065__YouTube-real_00213_430.png,1,ddim,efs:ddim:00065,efs,00065
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Youtube-real_00270__seed2159.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Youtube-real:00270,efs,Fake_from_Youtube-real:00270
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/styleclip/fake/styleclip__styleclip_02237__02237.jpg,1,styleclip,fe:styleclip:02237,fe,02237
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Celeb-real_id37_0008__seed2109.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Celeb-real:id37_0008,efs,Fake_from_Celeb-real:id37_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Youtube-real_00017__seed22514.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Youtube-real:00017,efs,Fake_from_Youtube-real:00017
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/SiT/fake/SiT__SiT_id47_0006__2932.png,1,SiT,oth:SiT:id47_0006,oth,id47_0006
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MRAA/fake/MRAA__MRAA_id26_id16_0001__000.png,1,MRAA,oth:MRAA:id26_id16_0001,oth,id26_id16_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__tpsm_id38_id34_0004__000.png,1,tpsm,oth:tpsm:id38_id34_0004,oth,id38_id34_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__sd2.1_id58_0003__YouTube-real_00046_136.png,1,sd2.1,oth:sd2.1:id58_0003,oth,id58_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/starganv2/fake/starganv2__starganv2_1930__1930.jpg,1,starganv2,fe:starganv2:1930,fe,1930
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__tpsm_id35_id20_0007__000.png,1,tpsm,oth:tpsm:id35_id20_0007,oth,id35_id20_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/stargan/fake/stargan__stargan_1325__1325.jpg,1,stargan,fe:stargan:1325,fe,1325
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN2/fake/StyleGAN2__StyleGAN2_00084__seed11841.png,1,StyleGAN2,efs:StyleGAN2:00084,efs,00084
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Youtube-real_00061__seed22012.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Youtube-real:00061,efs,Fake_from_Youtube-real:00061
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/blendface/fake/blendface__blendface_id57_id56_0007__000.png,1,blendface,oth:blendface:id57_id56_0007,oth,id57_id56_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/inswap/fake/inswap__inswap_id28_id17_0001__000.png,1,inswap,oth:inswap:id28_id17_0001,oth,id28_id17_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/stargan/fake/stargan__stargan_799__799.jpg,1,stargan,fe:stargan:799,fe,799
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__sd2.1_id13_0006__Celeb-real_id24_0001_162.png,1,sd2.1,oth:sd2.1:id13_0006,oth,id13_0006
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/ddim/fake/ddim__ddim_00098__Celeb-real_id47_0002_031.png,1,ddim,efs:ddim:00098,efs,00098
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/RDDM/fake/RDDM__RDDM_id33_0003__sample-22034.png,1,RDDM,oth:RDDM:id33_0003,oth,id33_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/styleclip/fake/styleclip__styleclip_01228__01228.jpg,1,styleclip,fe:styleclip:01228,fe,01228
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4s/fake/e4s__e4s_id45_id47_0002__000.png,1,e4s,oth:e4s:id45_id47_0002,oth,id45_id47_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/styleclip/fake/styleclip__styleclip_01842__01842.jpg,1,styleclip,fe:styleclip:01842,fe,01842
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__tpsm_id6_id9_0006__000.png,1,tpsm,oth:tpsm:id6_id9_0006,oth,id6_id9_0006
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/VQGAN/fake/VQGAN__VQGAN_00038__027313.png,1,VQGAN,efs:VQGAN:00038,efs,00038
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/DiT/fake/DiT__DiT_id29_0002__20735.png,1,DiT,oth:DiT:id29_0002,oth,id29_0002
