path,label,method,identity,domain,video
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Celeb-real_id25_0010__seed20666.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Celeb-real:id25_0010,efs,Fake_from_Celeb-real:id25_0010
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__id44_0001__161.png,0,real,cdc:id44_0001,cdc,id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MRAA/fake/MRAA__id44_0001__000.png,1,MRAA,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/blendface/fake/blendface__id44_0001__000.png,1,blendface,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/danet/fake/danet__id44_0001__000.png,1,danet,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4s/fake/e4s__id44_0001__000.png,1,e4s,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__id44_0001__000.png,1,facedancer,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/faceswap/fake/faceswap__id44_0001__000.png,1,faceswap,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facevid2vid/fake/facevid2vid__id44_0001__000.png,1,facevid2vid,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fomm/fake/fomm__id44_0001__000.png,1,fomm,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fsgan/fake/fsgan__id44_0001__161.png,1,fsgan,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/hyperreenact/fake/hyperreenact__id44_0001__000.png,1,hyperreenact,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/lia/fake/lia__id44_0001__000.png,1,lia,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mcnet/fake/mcnet__id44_0001__000.png,1,mcnet,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/one_shot_free/fake/one_shot_free__id44_0001__000.png,1,one_shot_free,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pirender/fake/pirender__id44_0001__000.png,1,pirender,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/simswap/fake/simswap__id44_0001__000.png,1,simswap,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__id44_0001__000.png,1,tpsm,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/uniface/fake/uniface__id44_0001__000.png,1,uniface,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/wav2lip/fake/wav2lip__id44_0001__000.png,1,wav2lip,cdc:id44_0001,cdc,id44_0001_4B2qC7PIHxs_50002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/DiT/fake/DiT__id44_0001__22120.png,1,DiT,cdc:id44_0001,cdc,id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/RDDM/fake/RDDM__id44_0001__sample-24833.png,1,RDDM,cdc:id44_0001,cdc,id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/SiT/fake/SiT__id44_0001__22120.png,1,SiT,cdc:id44_0001,cdc,id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__id44_0001__000.png,1,mobileswap,cdc:id44_0001,cdc,id42_id44_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Celeb-real_id6_0002__seed19032.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Celeb-real:id6_0002,efs,Fake_from_Celeb-real:id6_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/wav2lip/fake/wav2lip__wav2lip_id25_0003_ac1mOswXxLs_50014__000.png,1,wav2lip,oth:wav2lip:id25_0003_ac1mOswXxLs_50014,oth,id25_0003_ac1mOswXxLs_50014
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sadtalker/fake/sadtalker__sadtalker_id4_59SRn1SkWAA_50004_0002__000.png,1,sadtalker,oth:sadtalker:id4_59SRn1SkWAA_50004_0002,oth,id4_59SRn1SkWAA_50004_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Celeb-real_id7_0003__seed19615.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Celeb-real:id7_0003,efs,Fake_from_Celeb-real:id7_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/wav2lip/fake/wav2lip__wav2lip_id21_0002_1mUDw0sRZV0_50017__000.png,1,wav2lip,oth:wav2lip:id21_0002_1mUDw0sRZV0_50017,oth,id21_0002_1mUDw0sRZV0_50017
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/DiT/fake/DiT__DiT_id13_0003__24353.png,1,DiT,oth:DiT:id13_0003,oth,id13_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/stargan/fake/stargan__stargan_28__28.jpg,1,stargan,fe:stargan:28,fe,28
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/one_shot_free/fake/one_shot_free__one_shot_free_id44_id42_0001__000.png,1,one_shot_free,oth:one_shot_free:id44_id42_0001,oth,id44_id42_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN2/fake/StyleGAN2__StyleGAN2_00077__seed9742.png,1,StyleGAN2,efs:StyleGAN2:00077,efs,00077
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/wav2lip/fake/wav2lip__wav2lip_id47_0002_AAkEYcmCCCk_50030__000.png,1,wav2lip,oth:wav2lip:id47_0002_AAkEYcmCCCk_50030,oth,id47_0002_AAkEYcmCCCk_50030
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__917__230.png,0,real,ffc:917,ffc,917
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MRAA/fake/MRAA__917__000.png,1,MRAA,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/blendface/fake/blendface__917__230.png,1,blendface,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/danet/fake/danet__917__000.png,1,danet,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4s/fake/e4s__917__000.png,1,e4s,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__917__230.png,1,facedancer,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/faceswap/fake/faceswap__917__230.png,1,faceswap,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facevid2vid/fake/facevid2vid__917__000.png,1,facevid2vid,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fomm/fake/fomm__917__000.png,1,fomm,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fsgan/fake/fsgan__917__230.png,1,fsgan,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/hyperreenact/fake/hyperreenact__917__000.png,1,hyperreenact,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/inswap/fake/inswap__917__230.png,1,inswap,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/lia/fake/lia__917__000.png,1,lia,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mcnet/fake/mcnet__917__000.png,1,mcnet,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/one_shot_free/fake/one_shot_free__917__000.png,1,one_shot_free,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pirender/fake/pirender__917__000.png,1,pirender,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/simswap/fake/simswap__917__230.png,1,simswap,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__917__000.png,1,tpsm,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/uniface/fake/uniface__917__230.png,1,uniface,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__917__29347.jpg,1,e4e,ffc:917,ffc,ff:917
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__917__230.png,1,mobileswap,ffc:917,ffc,917_924
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/lia/fake/lia__lia_id32_id31_0008__000.png,1,lia,oth:lia:id32_id31_0008,oth,id32_id31_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Celeb-real_id6_0001__seed18578.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Celeb-real:id6_0001,efs,Fake_from_Celeb-real:id6_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__facedancer_id23_id19_0000__000.png,1,facedancer,oth:facedancer:id23_id19_0000,oth,id23_id19_0000
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/inswap/fake/inswap__inswap_id9_id6_0000__000.png,1,inswap,oth:inswap:id9_id6_0000,oth,id9_id6_0000
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pixart/fake/pixart__pixart_id54_0004__YouTube-real_00184_180.png,1,pixart,oth:pixart:id54_0004,oth,id54_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/styleclip/fake/styleclip__styleclip_01846__01846.jpg,1,styleclip,fe:styleclip:01846,fe,01846
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/wav2lip/fake/wav2lip__wav2lip_id26_0004_5nrn5fC001Q_50015__000.png,1,wav2lip,oth:wav2lip:id26_0004_5nrn5fC001Q_50015,oth,id26_0004_5nrn5fC001Q_50015
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__389__161.png,0,real,ffc:389,ffc,389
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MRAA/fake/MRAA__389__161.png,1,MRAA,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/blendface/fake/blendface__389__161.png,1,blendface,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/danet/fake/danet__389__000.png,1,danet,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4s/fake/e4s__389__161.png,1,e4s,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__389__161.png,1,facedancer,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/faceswap/fake/faceswap__389__000.png,1,faceswap,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facevid2vid/fake/facevid2vid__389__161.png,1,facevid2vid,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fomm/fake/fomm__389__000.png,1,fomm,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fsgan/fake/fsgan__389__161.png,1,fsgan,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/hyperreenact/fake/hyperreenact__389__000.png,1,hyperreenact,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/inswap/fake/inswap__389__161.png,1,inswap,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/lia/fake/lia__389__161.png,1,lia,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mcnet/fake/mcnet__389__000.png,1,mcnet,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/one_shot_free/fake/one_shot_free__389__000.png,1,one_shot_free,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pirender/fake/pirender__389__000.png,1,pirender,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/simswap/fake/simswap__389__161.png,1,simswap,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__389__000.png,1,tpsm,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/uniface/fake/uniface__389__161.png,1,uniface,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__389__12461.jpg,1,e4e,ffc:389,ffc,ff:389
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__389__161.png,1,mobileswap,ffc:389,ffc,389_480
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/RDDM/fake/RDDM__RDDM_id10_0002__sample-21717.png,1,RDDM,oth:RDDM:id10_0002,oth,id10_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/starganv2/fake/starganv2__starganv2_126__126.jpg,1,starganv2,fe:starganv2:126,fe,126
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__tpsm_id30_id31_0009__000.png,1,tpsm,oth:tpsm:id30_id31_0009,oth,id30_id31_0009
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sadtalker/fake/sadtalker__sadtalker_id17_CE3tL9MMk3U_50001_0009__000.png,1,sadtalker,oth:sadtalker:id17_CE3tL9MMk3U_50001_0009,oth,id17_CE3tL9MMk3U_50001_0009
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__667__241.png,0,real,ffc:667,ffc,667
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__667__610_076.png,1,sd2.1,ffc:667,ffc,ff:667
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__667__21349.jpg,1,e4e,ffc:667,ffc,ff:667
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__667__241.png,1,mobileswap,ffc:667,ffc,667_446
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/faceswap/fake/faceswap__faceswap_id30_id31_0009__000.png,1,faceswap,oth:faceswap:id30_id31_0009,oth,id30_id31_0009
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/stargan/fake/stargan__stargan_1223__1223.jpg,1,stargan,fe:stargan:1223,fe,1223
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Celeb-real_id33_0007__seed20557.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Celeb-real:id33_0007,efs,Fake_from_Celeb-real:id33_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__159__167.png,0,real,ffc:159,ffc,159
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__159__504_173.png,1,sd2.1,ffc:159,ffc,ff:159
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__159__05104.jpg,1,e4e,ffc:159,ffc,ff:159
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/stargan/fake/stargan__stargan_573__573.jpg,1,stargan,fe:stargan:573,fe,573
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/danet/fake/danet__danet_id21_id30_0005__000.png,1,danet,oth:danet:id21_id30_0005,oth,id21_id30_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/whichfaceisreal/fake/whichfaceisreal__whichfaceisreal_671.png__671.png,1,whichfaceisreal,efs:whichfaceisreal:671.png,efs,671.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/VQGAN/fake/VQGAN__VQGAN_00027__003277.png,1,VQGAN,efs:VQGAN:00027,efs,00027
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/SiT/fake/SiT__SiT_id19_0009__25011.png,1,SiT,oth:SiT:id19_0009,oth,id19_0009
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/RDDM/fake/RDDM__RDDM_id55_0008__sample-20970.png,1,RDDM,oth:RDDM:id55_0008,oth,id55_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__facedancer_id31_id20_0006__000.png,1,facedancer,oth:facedancer:id31_id20_0006,oth,id31_id20_0006
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__240__369.png,0,real,ffc:240,ffc,240
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__240__586_207.png,1,sd2.1,ffc:240,ffc,ff:240
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__240__07696.jpg,1,e4e,ffc:240,ffc,ff:240
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__240__369.png,1,mobileswap,ffc:240,ffc,240_290
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fomm/fake/fomm__fomm_id48_id45_0002__000.png,1,fomm,oth:fomm:id48_id45_0002,oth,id48_id45_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Youtube-real_00222__seed21565.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Youtube-real:00222,efs,Fake_from_Youtube-real:00222
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/DiT/fake/DiT__DiT_id34_0002__22354.png,1,DiT,oth:DiT:id34_0002,oth,id34_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/stargan/fake/stargan__stargan_292__292.jpg,1,stargan,fe:stargan:292,fe,292
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__facedancer_id37_id21_0000__000.png,1,facedancer,oth:facedancer:id37_id21_0000,oth,id37_id21_0000
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pirender/fake/pirender__pirender_id31_id35_0009__000.png,1,pirender,oth:pirender:id31_id35_0009,oth,id31_id35_0009
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__971__182.png,0,real,ffc:971,ffc,971
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__971__640_285.png,1,sd2.1,ffc:971,ffc,ff:971
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__971__31075.jpg,1,e4e,ffc:971,ffc,ff:971
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4s/fake/e4s__e4s_id5_id8_0008__000.png,1,e4s,oth:e4s:id5_id8_0008,oth,id5_id8_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Celeb-real_id49_0005__seed21086.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Celeb-real:id49_0005,efs,Fake_from_Celeb-real:id49_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/uniface/fake/uniface__uniface_id11_id7_0008__000.png,1,uniface,oth:uniface:id11_id7_0008,oth,id11_id7_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Celeb-real_id58_0005__seed22475.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Celeb-real:id58_0005,efs,Fake_from_Celeb-real:id58_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MidJourney/fake/MidJourney__MidJourney_13592447708_Clean_caucasian_female_face_face_only_shown_face_cl_1c820c3b-9e4e-4c44-9ed3-ede813b49f02.png__13592447708_Clean_caucasian_female_face_face_only_shown_face_cl_1c820c3b-9e4e-4c44-9ed3-ede813b49f02.png,1,MidJourney,efs:MidJourney:13592447708_Clean_caucasian_female_face_face_only_shown_face_cl_1c820c3b-9e4e-4c44-9ed3-ede813b49f02.png,efs,13592447708_Clean_caucasian_female_face_face_only_shown_face_cl_1c820c3b-9e4e-4c44-9ed3-ede813b49f02.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__facedancer_id1_id6_0007__000.png,1,facedancer,oth:facedancer:id1_id6_0007,oth,id1_id6_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Celeb-real_id55_0007__seed22694.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Celeb-real:id55_0007,efs,Fake_from_Celeb-real:id55_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__mobileswap_id57_id53_0006__000.png,1,mobileswap,oth:mobileswap:id57_id53_0006,oth,id57_id53_0006
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fsgan/fake/fsgan__fsgan_id4_id21_0004__000.png,1,fsgan,oth:fsgan:id4_id21_0004,oth,id4_id21_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/hyperreenact/fake/hyperreenact__hyperreenact_id28_id4_0006__000.png,1,hyperreenact,oth:hyperreenact:id28_id4_0006,oth,id28_id4_0006
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mcnet/fake/mcnet__mcnet_id2_id17_0003__000.png,1,mcnet,oth:mcnet:id2_id17_0003,oth,id2_id17_0003
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/whichfaceisreal/fake/whichfaceisreal__whichfaceisreal_4.png__4.png,1,whichfaceisreal,efs:whichfaceisreal:4.png,efs,4.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__facedancer_id37_id2_0009__000.png,1,facedancer,oth:facedancer:id37_id2_0009,oth,id37_id2_0009
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/wav2lip/fake/wav2lip__wav2lip_id28_0003_9RTkZaX1cH0_50004__000.png,1,wav2lip,oth:wav2lip:id28_0003_9RTkZaX1cH0_50004,oth,id28_0003_9RTkZaX1cH0_50004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__229__201.png,0,real,ffc:229,ffc,229
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__229__673_362.png,1,sd2.1,ffc:229,ffc,ff:229
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__229__07344.jpg,1,e4e,ffc:229,ffc,ff:229
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__229__201.png,1,mobileswap,ffc:229,ffc,229_247
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__817__215.png,0,real,ffc:817,ffc,817
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__817__632_274.png,1,sd2.1,ffc:817,ffc,ff:817
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__817__26148.jpg,1,e4e,ffc:817,ffc,ff:817
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/SiT/fake/SiT__SiT_id41_0005__23226.png,1,SiT,oth:SiT:id41_0005,oth,id41_0005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN2/fake/StyleGAN2__StyleGAN2_00016__seed12108.png,1,StyleGAN2,efs:StyleGAN2:00016,efs,00016
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/VQGAN/fake/VQGAN__VQGAN_00281__027643.png,1,VQGAN,efs:VQGAN:00281,efs,00281
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/simswap/fake/simswap__simswap_id28_id0_0009__000.png,1,simswap,oth:simswap:id28_id0_0009,oth,id28_id0_0009
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Youtube-real_00221__seed18937.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Youtube-real:00221,efs,Fake_from_Youtube-real:00221
