path,label,method,identity,domain,video
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__094__03024.jpg,1,e4e,ffc:094,ffc,ff:094
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MidJourney/fake/MidJourney__MidJourney_13592447708_Clean_East_Asian_female_face_face_only_shown_face_c_f7843af4-9a5a-42b4-8e66-44a9de1a8bca.png__13592447708_Clean_East_Asian_female_face_face_only_shown_face_c_f7843af4-9a5a-42b4-8e66-44a9de1a8bca.png,1,MidJourney,efs:MidJourney:13592447708_Clean_East_Asian_female_face_face_only_shown_face_c_f7843af4-9a5a-42b4-8e66-44a9de1a8bca.png,efs,13592447708_Clean_East_Asian_female_face_face_only_shown_face_c_f7843af4-9a5a-42b4-8e66-44a9de1a8bca.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sadtalker/fake/sadtalker__sadtalker_id25_1SS2wOnkcSk_50001_0010__000.png,1,sadtalker,oth:sadtalker:id25_1SS2wOnkcSk_50001_0010,oth,id25_1SS2wOnkcSk_50001_0010
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/SiT/fake/SiT__SiT_id43_0007__20421.png,1,SiT,oth:SiT:id43_0007,oth,id43_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__sd2.1_id43_0007__Celeb-real_id32_0001_220.png,1,sd2.1,oth:sd2.1:id43_0007,oth,id43_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN2/fake/StyleGAN2__StyleGAN2_id43_0007__seed3509.png,1,StyleGAN2,efs:StyleGAN2:id43_0007,efs,id43_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/DiT/fake/DiT__DiT_id43_0007__20421.png,1,DiT,oth:DiT:id43_0007,oth,id43_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pixart/fake/pixart__pixart_id43_0007__Celeb-real_id32_0001_220.png,1,pixart,oth:pixart:id43_0007,oth,id43_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/ddim/fake/ddim__ddim_id43_0007__YouTube-real_00028_091.png,1,ddim,efs:ddim:id43_0007,efs,id43_0007
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/wav2lip/fake/wav2lip__wav2lip_id21_0005_8COaMKbNrX0_50004__000.png,1,wav2lip,oth:wav2lip:id21_0005_8COaMKbNrX0_50004,oth,id21_0005_8COaMKbNrX0_50004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MidJourney/fake/MidJourney__MidJourney_13592447708_Single_person_black_female_looking_at_the_camera_fa_a9bc7427-f7d1-434d-bce9-b530f502d5fc.png__13592447708_Single_person_black_female_looking_at_the_camera_fa_a9bc7427-f7d1-434d-bce9-b530f502d5fc.png,1,MidJourney,efs:MidJourney:13592447708_Single_person_black_female_looking_at_the_camera_fa_a9bc7427-f7d1-434d-bce9-b530f502d5fc.png,efs,13592447708_Single_person_black_female_looking_at_the_camera_fa_a9bc7427-f7d1-434d-bce9-b530f502d5fc.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/whichfaceisreal/fake/whichfaceisreal__whichfaceisreal_702.png__702.png,1,whichfaceisreal,efs:whichfaceisreal:702.png,efs,702.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__915__29283.jpg,1,e4e,ffc:915,ffc,ff:915
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/stargan/fake/stargan__stargan_559__559.jpg,1,stargan,fe:stargan:559,fe,559
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/real/real__559__171.png,0,real,ffc:559,ffc,559
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facevid2vid/fake/facevid2vid__facevid2vid_id25_id19_0008__000.png,1,facevid2vid,oth:facevid2vid:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MRAA/fake/MRAA__MRAA_id25_id19_0008__000.png,1,MRAA,oth:MRAA:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__tpsm_id25_id19_0008__000.png,1,tpsm,oth:tpsm:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/lia/fake/lia__lia_id25_id19_0008__000.png,1,lia,oth:lia:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/faceswap/fake/faceswap__faceswap_id25_id19_0008__000.png,1,faceswap,oth:faceswap:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/simswap/fake/simswap__simswap_id25_id19_0008__000.png,1,simswap,oth:simswap:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/blendface/fake/blendface__blendface_id25_id19_0008__000.png,1,blendface,oth:blendface:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/inswap/fake/inswap__inswap_id25_id19_0008__000.png,1,inswap,oth:inswap:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__facedancer_id25_id19_0008__000.png,1,facedancer,oth:facedancer:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/danet/fake/danet__danet_id25_id19_0008__000.png,1,danet,oth:danet:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fsgan/fake/fsgan__fsgan_id25_id19_0008__000.png,1,fsgan,oth:fsgan:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pirender/fake/pirender__pirender_id25_id19_0008__000.png,1,pirender,oth:pirender:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__mobileswap_id25_id19_0008__000.png,1,mobileswap,oth:mobileswap:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/uniface/fake/uniface__uniface_id25_id19_0008__000.png,1,uniface,oth:uniface:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mcnet/fake/mcnet__mcnet_id25_id19_0008__000.png,1,mcnet,oth:mcnet:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fomm/fake/fomm__fomm_id25_id19_0008__000.png,1,fomm,oth:fomm:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/one_shot_free/fake/one_shot_free__one_shot_free_id25_id19_0008__000.png,1,one_shot_free,oth:one_shot_free:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/hyperreenact/fake/hyperreenact__hyperreenact_id25_id19_0008__000.png,1,hyperreenact,oth:hyperreenact:id25_id19_0008,oth,id25_id19_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/wav2lip/fake/wav2lip__wav2lip_id23_0007_7CmqNpCofc8_50005__000.png,1,wav2lip,oth:wav2lip:id23_0007_7CmqNpCofc8_50005,oth,id23_0007_7CmqNpCofc8_50005
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/styleclip/fake/styleclip__styleclip_01564__01564.jpg,1,styleclip,fe:styleclip:01564,fe,01564
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__402__518_104.png,1,sd2.1,ffc:402,ffc,ff:402
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__402__12877.jpg,1,e4e,ffc:402,ffc,ff:402
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Celeb-real_id53_0001__seed23639.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Celeb-real:id53_0001,efs,Fake_from_Celeb-real:id53_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Celeb-real_id53_0001__seed23765.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Celeb-real:id53_0001,efs,Fake_from_Celeb-real:id53_0001
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__961__396_507.png,1,sd2.1,ffc:961,ffc,ff:961
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__961__30755.jpg,1,e4e,ffc:961,ffc,ff:961
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/styleclip/fake/styleclip__styleclip_02732__02732.jpg,1,styleclip,fe:styleclip:02732,fe,02732
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Celeb-real_id53_0002__seed23225.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Celeb-real:id53_0002,efs,Fake_from_Celeb-real:id53_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Celeb-real_id53_0002__seed24927.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Celeb-real:id53_0002,efs,Fake_from_Celeb-real:id53_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__547__255.png,1,mobileswap,ffc:547,ffc,547_574
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MidJourney/fake/MidJourney__MidJourney_13592447708_Single_person_East_Asian_woman_looking_at_the_camer_44555b02-b41d-48b0-8c6a-5ce0796357d5.png__13592447708_Single_person_East_Asian_woman_looking_at_the_camer_44555b02-b41d-48b0-8c6a-5ce0796357d5.png,1,MidJourney,efs:MidJourney:13592447708_Single_person_East_Asian_woman_looking_at_the_camer_44555b02-b41d-48b0-8c6a-5ce0796357d5.png,efs,13592447708_Single_person_East_Asian_woman_looking_at_the_camer_44555b02-b41d-48b0-8c6a-5ce0796357d5.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Celeb-real_id22_0009__seed2387.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Celeb-real:id22_0009,efs,Fake_from_Celeb-real:id22_0009
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Celeb-real_id22_0009__seed24267.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Celeb-real:id22_0009,efs,Fake_from_Celeb-real:id22_0009
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__516__182.png,1,mobileswap,ffc:516,ffc,516_555
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/stargan/fake/stargan__stargan_1142__1142.jpg,1,stargan,fe:stargan:1142,fe,1142
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/lia/fake/lia__lia_id27_id25_0008__000.png,1,lia,oth:lia:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fomm/fake/fomm__fomm_id27_id25_0008__000.png,1,fomm,oth:fomm:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/fsgan/fake/fsgan__fsgan_id27_id25_0008__000.png,1,fsgan,oth:fsgan:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/one_shot_free/fake/one_shot_free__one_shot_free_id27_id25_0008__000.png,1,one_shot_free,oth:one_shot_free:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/faceswap/fake/faceswap__faceswap_id27_id25_0008__000.png,1,faceswap,oth:faceswap:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__facedancer_id27_id25_0008__000.png,1,facedancer,oth:facedancer:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mcnet/fake/mcnet__mcnet_id27_id25_0008__000.png,1,mcnet,oth:mcnet:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facevid2vid/fake/facevid2vid__facevid2vid_id27_id25_0008__000.png,1,facevid2vid,oth:facevid2vid:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MRAA/fake/MRAA__MRAA_id27_id25_0008__000.png,1,MRAA,oth:MRAA:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/uniface/fake/uniface__uniface_id27_id25_0008__000.png,1,uniface,oth:uniface:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pirender/fake/pirender__pirender_id27_id25_0008__000.png,1,pirender,oth:pirender:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/hyperreenact/fake/hyperreenact__hyperreenact_id27_id25_0008__000.png,1,hyperreenact,oth:hyperreenact:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__mobileswap_id27_id25_0008__000.png,1,mobileswap,oth:mobileswap:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/blendface/fake/blendface__blendface_id27_id25_0008__000.png,1,blendface,oth:blendface:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/inswap/fake/inswap__inswap_id27_id25_0008__000.png,1,inswap,oth:inswap:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__tpsm_id27_id25_0008__000.png,1,tpsm,oth:tpsm:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/danet/fake/danet__danet_id27_id25_0008__000.png,1,danet,oth:danet:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/simswap/fake/simswap__simswap_id27_id25_0008__000.png,1,simswap,oth:simswap:id27_id25_0008,oth,id27_id25_0008
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__913__567_328.png,1,sd2.1,ffc:913,ffc,ff:913
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__913__29219.jpg,1,e4e,ffc:913,ffc,ff:913
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pixart/fake/pixart__pixart_id13_0002__YouTube-real_00152_202.png,1,pixart,oth:pixart:id13_0002,oth,id13_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/SiT/fake/SiT__SiT_id13_0002__25763.png,1,SiT,oth:SiT:id13_0002,oth,id13_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/RDDM/fake/RDDM__RDDM_id13_0002__sample-21224.png,1,RDDM,oth:RDDM:id13_0002,oth,id13_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/ddim/fake/ddim__ddim_id13_0002__Celeb-real_id17_0003_079.png,1,ddim,efs:ddim:id13_0002,efs,id13_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/DiT/fake/DiT__DiT_id13_0002__25763.png,1,DiT,oth:DiT:id13_0002,oth,id13_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__sd2.1_id13_0002__YouTube-real_00152_202.png,1,sd2.1,oth:sd2.1:id13_0002,oth,id13_0002
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/whichfaceisreal/fake/whichfaceisreal__whichfaceisreal_224.png__224.png,1,whichfaceisreal,efs:whichfaceisreal:224.png,efs,224.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4e/fake/e4e__816__26116.jpg,1,e4e,ffc:816,ffc,ff:816
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sadtalker/fake/sadtalker__sadtalker_id21_289ZxBZdKvY_50007_0006__000.png,1,sadtalker,oth:sadtalker:id21_289ZxBZdKvY_50007_0006,oth,id21_289ZxBZdKvY_50007_0006
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MidJourney/fake/MidJourney__MidJourney_13592447708_Single_person_East_Asian_woman_looking_at_the_camer_7fb83027-b3f9-49c4-ab36-0ce31c674627.png__13592447708_Single_person_East_Asian_woman_looking_at_the_camer_7fb83027-b3f9-49c4-ab36-0ce31c674627.png,1,MidJourney,efs:MidJourney:13592447708_Single_person_East_Asian_woman_looking_at_the_camer_7fb83027-b3f9-49c4-ab36-0ce31c674627.png,efs,13592447708_Single_person_East_Asian_woman_looking_at_the_camer_7fb83027-b3f9-49c4-ab36-0ce31c674627.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN3/fake/StyleGAN3__StyleGAN3_Fake_from_Celeb-real_id44_0000__seed23380.png,1,StyleGAN3,efs:StyleGAN3:Fake_from_Celeb-real:id44_0000,efs,Fake_from_Celeb-real:id44_0000
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGANXL/fake/StyleGANXL__StyleGANXL_Fake_from_Celeb-real_id44_0000__seed20597.png,1,StyleGANXL,efs:StyleGANXL:Fake_from_Celeb-real:id44_0000,efs,Fake_from_Celeb-real:id44_0000
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MidJourney/fake/MidJourney__MidJourney_13592447708_Single_person_black_male_looking_at_the_camera_faci_150ee3b6-11e3-4505-83c5-1bfb789dadc4.png__13592447708_Single_person_black_male_looking_at_the_camera_faci_150ee3b6-11e3-4505-83c5-1bfb789dadc4.png,1,MidJourney,efs:MidJourney:13592447708_Single_person_black_male_looking_at_the_camera_faci_150ee3b6-11e3-4505-83c5-1bfb789dadc4.png,efs,13592447708_Single_person_black_male_looking_at_the_camera_faci_150ee3b6-11e3-4505-83c5-1bfb789dadc4.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sadtalker/fake/sadtalker__sadtalker_id21_6vLrreR6YOE_50004_0006__000.png,1,sadtalker,oth:sadtalker:id21_6vLrreR6YOE_50004_0006,oth,id21_6vLrreR6YOE_50004_0006
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__275__218.png,1,mobileswap,ffc:275,ffc,275_887
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/styleclip/fake/styleclip__styleclip_01053__01053.jpg,1,styleclip,fe:styleclip:01053,fe,01053
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/whichfaceisreal/fake/whichfaceisreal__whichfaceisreal_855.png__855.png,1,whichfaceisreal,efs:whichfaceisreal:855.png,efs,855.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__884__176.png,1,mobileswap,ffc:884,ffc,884_968
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/stargan/fake/stargan__stargan_1376__1376.jpg,1,stargan,fe:stargan:1376,fe,1376
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/starganv2/fake/starganv2__starganv2_1376__1376.jpg,1,starganv2,fe:starganv2:1376,fe,1376
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pixart/fake/pixart__pixart_id51_0004__Celeb-real_id38_0000_450.png,1,pixart,oth:pixart:id51_0004,oth,id51_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/VQGAN/fake/VQGAN__VQGAN_id51_0004__022603.png,1,VQGAN,efs:VQGAN:id51_0004,efs,id51_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/ddim/fake/ddim__ddim_id51_0004__Celeb-real_id19_0006_282.png,1,ddim,efs:ddim:id51_0004,efs,id51_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN2/fake/StyleGAN2__StyleGAN2_id51_0004__seed14879.png,1,StyleGAN2,efs:StyleGAN2:id51_0004,efs,id51_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__sd2.1_id51_0004__Celeb-real_id38_0000_450.png,1,sd2.1,oth:sd2.1:id51_0004,oth,id51_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/SiT/fake/SiT__SiT_id51_0004__25120.png,1,SiT,oth:SiT:id51_0004,oth,id51_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/RDDM/fake/RDDM__RDDM_id51_0004__sample-22412.png,1,RDDM,oth:RDDM:id51_0004,oth,id51_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/DiT/fake/DiT__DiT_id51_0004__25120.png,1,DiT,oth:DiT:id51_0004,oth,id51_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/whichfaceisreal/fake/whichfaceisreal__whichfaceisreal_60.png__60.png,1,whichfaceisreal,efs:whichfaceisreal:60.png,efs,60.png
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/wav2lip/fake/wav2lip__wav2lip_id6_0007_AGivotqSrd0_50029__000.png,1,wav2lip,oth:wav2lip:id6_0007_AGivotqSrd0_50029,oth,id6_0007_AGivotqSrd0_50029
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/VQGAN/fake/VQGAN__VQGAN_00045__025934.png,1,VQGAN,efs:VQGAN:00045,efs,00045
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/StyleGAN2/fake/StyleGAN2__StyleGAN2_00045__seed23516.png,1,StyleGAN2,efs:StyleGAN2:00045,efs,00045
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/SiT/fake/SiT__SiT_00045__24074.png,1,SiT,oth:SiT:00045,oth,00045
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pixart/fake/pixart__pixart_00045__Celeb-real_id42_0003_309.png,1,pixart,oth:pixart:00045,oth,00045
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/DiT/fake/DiT__DiT_00045__24074.png,1,DiT,oth:DiT:00045,oth,00045
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/sd2.1/fake/sd2.1__sd2.1_00045__Celeb-real_id42_0003_309.png,1,sd2.1,oth:sd2.1:00045,oth,00045
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/blendface/fake/blendface__blendface_id28_id30_0004__000.png,1,blendface,oth:blendface:id28_id30_0004,oth,id28_id30_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/danet/fake/danet__danet_id28_id30_0004__000.png,1,danet,oth:danet:id28_id30_0004,oth,id28_id30_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/simswap/fake/simswap__simswap_id28_id30_0004__000.png,1,simswap,oth:simswap:id28_id30_0004,oth,id28_id30_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/e4s/fake/e4s__e4s_id28_id30_0004__000.png,1,e4s,oth:e4s:id28_id30_0004,oth,id28_id30_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/lia/fake/lia__lia_id28_id30_0004__000.png,1,lia,oth:lia:id28_id30_0004,oth,id28_id30_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mobileswap/fake/mobileswap__mobileswap_id28_id30_0004__000.png,1,mobileswap,oth:mobileswap:id28_id30_0004,oth,id28_id30_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/faceswap/fake/faceswap__faceswap_id28_id30_0004__000.png,1,faceswap,oth:faceswap:id28_id30_0004,oth,id28_id30_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/mcnet/fake/mcnet__mcnet_id28_id30_0004__000.png,1,mcnet,oth:mcnet:id28_id30_0004,oth,id28_id30_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/tpsm/fake/tpsm__tpsm_id28_id30_0004__000.png,1,tpsm,oth:tpsm:id28_id30_0004,oth,id28_id30_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/MRAA/fake/MRAA__MRAA_id28_id30_0004__000.png,1,MRAA,oth:MRAA:id28_id30_0004,oth,id28_id30_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facevid2vid/fake/facevid2vid__facevid2vid_id28_id30_0004__000.png,1,facevid2vid,oth:facevid2vid:id28_id30_0004,oth,id28_id30_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/inswap/fake/inswap__inswap_id28_id30_0004__000.png,1,inswap,oth:inswap:id28_id30_0004,oth,id28_id30_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/one_shot_free/fake/one_shot_free__one_shot_free_id28_id30_0004__000.png,1,one_shot_free,oth:one_shot_free:id28_id30_0004,oth,id28_id30_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/pirender/fake/pirender__pirender_id28_id30_0004__000.png,1,pirender,oth:pirender:id28_id30_0004,oth,id28_id30_0004
/Users/pickapu/Documents/PyCharmMiscProject/deepfake-ViT/test_data_v3/facedancer/fake/facedancer__facedancer_id28_id30_0004__000.png,1,facedancer,oth:facedancer:id28_id30_0004,oth,id28_id30_0004
